,Video_Title,Published_date,Views,Likes,Comments,Month
610,Max Consecutive Ones | C++ Placement Course | Lecture 26.2,3/24/2021,46080,1058,94,Mar
611,Two Pointers | Three Sum Problem | C++ Placement Course | Lecture 26.1,3/24/2021,93932,1971,148,Mar
612,The Stock Span Problem | C++ Placement Course | Lecture 25.5,3/23/2021,51890,1179,125,Mar
613,Redundant Parenthesis | C++ Placement Course | Lecture 25.4,3/23/2021,46613,1128,76,Mar
614,Trapping Rainwater | C++ Placement Course | Lecture 25.3,3/22/2021,63146,1148,127,Mar
615,Learn Animations in CSS,3/18/2021,243904,6127,332,Mar
616,GSOC : How to select an organisation ? | Google Summer of Code 2021,3/15/2021,29061,1450,116,Mar
617,Google Summer of Code : Step by step guide to GSOC 2021 by GSOCER,3/12/2021,303508,16704,521,Mar
618,How Internet Works ? In-depth animated video for students,3/11/2021,400682,20051,576,Mar
619,Top 5 Front End Frameworks for 2021,3/5/2021,52837,2277,178,Mar
620,Largest Rectangle Code | C++ Placement Course | Lecture 25.2,3/3/2021,79523,1375,347,Mar
621,Sliding Window Maximum using Deque | C++ Placement Course | Lecture 25.1,3/2/2021,88985,1620,371,Mar
622,CSS Grid -2 Challenge - 9 | Web Development Course,2/27/2021,83206,1387,207,Feb
623,CSS Grid-1 Challenge #8 | Web Development Course,2/24/2021,96591,1476,139,Feb
624,Stacking using Queues (Method 2) | C++ Placement Course | Lecture 24.4.2,2/23/2021,48814,1049,121,Feb
625,CSS Grid | Web Development Course,2/22/2021,232552,4863,177,Feb
626,Flexbox-3 Challenge | CSS | Web Development Course,2/22/2021,90411,1365,137,Feb
627,Flexbox-2 Challenge | CSS | Web Development Course,2/21/2021,103351,1434,149,Feb
628,Stack using Queue | C++ Placement Course | Lecture 24.4,2/20/2021,82511,1591,143,Feb
629,Flexbox-1 Challenge | CSS | Web Development Course,2/20/2021,135689,1871,191,Feb
630,ACM ICPC - International Collegiate Programming Contest,2/18/2021,108039,5609,157,Feb
631,Queue using Stack | C++ Placement Course | Lecture 24.3,2/16/2021,92875,1774,151,Feb
632,Linked List Implementation of Queues | C++ Placement Course | Lecture 24.2,2/16/2021,102904,2111,81,Feb
633,Introduction to Queue Data Structure | C++ Placement Course | Lecture 24.1,2/15/2021,201574,4175,197,Feb
634,Learn Flexbox Under 25mins | Web Development Course,2/13/2021,315839,8219,292,Feb
635,All about Google Kickstart 2021,2/12/2021,134534,7824,223,Feb
636,Balanced Parenthesis | C++ Placement Course | Lecture 23.9,2/12/2021,99733,2213,159,Feb
637,Google Hash Code 2021 | All about Google Hash Code,2/11/2021,101519,5365,263,Feb
638,Infix to Prefix | C++ Placement Course | Lecture 23.8,2/11/2021,97464,1905,113,Feb
639,Postfix Expression Evaluation | C++ Placement Course | Lecture 23.6,2/10/2021,107548,2242,79,Feb
640,Prefix Expression Evaluation | C++ Placement Course | Lecture 23.5,2/10/2021,103435,2100,112,Feb
641,"Introduction to Prefix, Infix and Postfix | C++ Placement Course | Lecture 23.4",2/9/2021,146655,3616,92,Feb
642,Infix to Postfix - Stack Challenges | C++ Placement Course | Lecture 23.7,2/3/2021,180780,3359,237,Feb
643,Reverse a Stack | C++ Placement Course | Lecture 23.3,2/2/2021,121737,2688,132,Feb
644,Challenge #4 : Positions | Web Development Course,2/1/2021,130237,2076,239,Feb
645,Reverse a Sentence using Stacks | Stack Challenge | C++ Placement Course | Lecture 23.2,2/1/2021,140170,2726,166,Feb
646,All about Open Source Project | How is it beneficial for students | Stipends,1/31/2021,162979,10253,555,Jan
647,Stack Data Structure - Introduction | C++ Placement Course | Lecture 23.1,1/31/2021,280730,6080,267,Jan
648,Challenge 3: Float | Web Development Course,1/28/2021,148358,2488,251,Jan
649,Time Complexity using Masters Theorem | C++ Placement Course | Lecture 16.5,1/27/2021,99691,2256,138,Jan
650,2021 - Top 5 Programming Language for College Students 2021,1/26/2021,421938,23592,1072,Jan
651,Put Even Position Nodes after Odd Position Nodes | C++ Placement Course | Lecture 22.11,1/25/2021,71316,1832,182,Jan
652,Circular Linked List - C++ Placement Course | Lecture 22.10,1/24/2021,115690,2628,139,Jan
653,Is Competitive Programming a MUST for placements?,1/23/2021,201614,14997,517,Jan
654,Floats & Position Properties | CSS | Web Development Course,1/23/2021,309238,5899,200,Jan
655,Avoid these 10 Mistakes as a Coder | 10 Lessons | FAANG Companies,1/22/2021,597078,37195,1114,Jan
656,Responsiveness Challenge | CSS | Web Development Course,1/22/2021,201686,3446,256,Jan
657,What is Responsiveness? CSS | Web Development Course | Lecture 7,1/21/2021,333995,6726,382,Jan
658,How to find Job on LinkedIn ? | Tips | How to build a strong profile ?,1/20/2021,966350,45453,1089,Jan
659,Merge 2 Sorted Linked List | C++ Placement Course | Lecture 22.9,1/16/2021,139849,3066,230,Jan
660,Debugging in CSS | Web Development Course,1/10/2021,335430,6632,315,Jan
661,Find Intersection point of 2 Linked List | Lecture 22.8,1/9/2021,99711,2352,244,Jan
662,Append Last K Nodes of a Linked List | C++ Placement Course | Lecture 22.7,1/8/2021,82527,1841,180,Jan
663,Doubly Linked List | Data Structures & Algorithms | C++ Placement Course | Lecture 22.6,1/7/2021,162332,3311,159,Jan
664,Challenge #1 for Web Development Course students | Forms,1/7/2021,369685,7172,955,Jan
665,Styling Forms in CSS | Web Development Course | Lecture 5 of CSS,1/6/2021,430134,7406,518,Jan
666,Detection and Removal of Cycle in Linked List | Lecture 22.5,1/4/2021,143676,3442,350,Jan
667,Reverse K Nodes in a Linked List | C++ Placement Course | Lecture 22.4,1/3/2021,161649,3181,373,Jan
668,"Understanding Cascading , Specificity and Inheritance | CSS Lecture 4",12/22/2020,452357,9280,915,Dec
669,Understanding Box Model | Styling List and Tables | CSS Lecture 3,12/21/2020,600121,12113,427,Dec
670,Reverse a Linked List | C++ Placement Course | Lecture 22.3,12/20/2020,234064,4622,352,Dec
671,Properties in CSS | Web Development Course | CSS Lecture 2,12/19/2020,773769,15185,596,Dec
672,Deletion in Linked List | C++ Placement Course | Lecture 22.2,12/19/2020,199271,3261,189,Dec
673,CSS - What is selectors? | Web Development Course,12/18/2020,1310121,24408,908,Dec
674,Introduction to Linked List | C++ Placement Course | Lecture 22,12/17/2020,643235,10503,732,Dec
675,CSS Course Announcement,12/17/2020,369892,24511,1334,Dec
676,HTML | Structuring a Mega Project,12/16/2020,1325806,26385,1669,Dec
677,Polymorphism in Object Oriented Programming | C++ Placement Course Lecture 21.4,12/16/2020,325262,6645,359,Dec
678,HTML Course | Media Elements | Lecture 3,12/15/2020,1207741,24315,1326,Dec
679,Inheritance in OOP's | C++ Placement Course | Lecture 21.3,12/15/2020,306236,6764,235,Dec
680,HTML Course | World's most premium HTML Course | Lecture 2,12/14/2020,1856566,34069,1979,Dec
681,HTML Course | From Beginners to Advance Level | Lecture 1,12/13/2020,3713531,89337,4029,Dec
682,Introduction to Web Development | World's most premium Web Development Course | Lecture 0 (Reupload),12/12/2020,4783061,144609,5896,Dec
683,Object Oriented Programming in C++ | Important Concept | Lecture 21.1,12/8/2020,720162,16157,652,Dec
684,Wave Sort | C++ Placement Course - 20.3,12/5/2020,75381,2007,136,Dec
685,DNF Sort | C++ Placement Course  | Lecture 20.2,12/5/2020,94007,2633,107,Dec
686,Count Inversion - Merge Sort | C++ Placement Course - 19.3,12/4/2020,121330,2795,158,Dec
687,Count Sort | C++ Placement Course | Lecture 20.1,12/4/2020,147685,3381,273,Dec
688,Quick Sort | Code and Explanation | C++ Course - 19.2,12/3/2020,297891,5969,246,Dec
689,Web Development Roadmap - Salary up to 10-12Lakhs | Rapid #1,12/2/2020,305775,18984,1011,Dec
690,Merge Sort | Code and Explanation | C++ Course - 19.1,12/2/2020,363047,7345,396,Dec
691,Vectors and Pair | C++ Course - 19,12/2/2020,242152,5427,361,Dec
692,Phod do - Bade aaram se | Motivation Meme #4,12/1/2020,648940,30725,942,Dec
693,N-Queen Problem - Backtracking | C++ Placement Course - 18.2,12/1/2020,223366,5724,281,Dec
694,Backtracking - Rat in a Maze | C++ Placement Course | Lecture 18.1,12/1/2020,265981,6424,488,Dec
695,Permutation - Return all possible permutations | C++ Placement Course | Lecture 17,11/30/2020,192792,3674,505,Nov
696,Student during Exams | Motivational Memes,11/29/2020,934790,50597,2287,Nov
697,How to write a Resume | For Beginners and Experienced | Ultimate Resume Guide,11/29/2020,418828,21584,655,Nov
698,Recursion | Last Lecture on Advanced Problems | Lecture 16.4,11/28/2020,119039,2789,340,Nov
699,Advanced Recursion Problems | C++ Placement Course | Lecture 16.4,11/28/2020,150588,2879,275,Nov
700,Students after studying coding from Apna College ❤️ | Motivational Memes,11/26/2020,1484124,70834,2614,Nov
701,7 Best Problems on Recursion | Recursion in C++ | Placement Course | Lec 16.3,11/25/2020,331995,5831,889,Nov
702,"We have already lived 1/4th of our life, do you want to live the remaining 3 quarters the same way?",11/22/2020,165809,13786,891,Nov
703,16.2 Recursion - Challenges | C++ Placement Course,11/21/2020,252625,5125,448,Nov
704,16.1 Recursion - Introduction | C++ Placement Course,11/20/2020,330421,8121,358,Nov
705,15.2 Inclusion- Exclusion Principle | GCD  | C++ Placement Course,11/19/2020,152432,4084,203,Nov
706,15.1 Sieve of Eratosthenes | Challenge | C++ Placement Course,11/18/2020,252224,5884,378,Nov
707,14.3 BIT Manipulation | Challenges - Part 2 | Questions asked by Top MNC's,11/17/2020,168121,3740,454,Nov
708,14.2 BIT Manipulation Challenges | C++ Placement Course,11/16/2020,208643,4666,382,Nov
709,14.1 BIT Manipulation in 11 minutes | C++ Placement Course,11/15/2020,343971,7555,381,Nov
710,13.2 Strings Challenges | C++ Placement Course,11/13/2020,274509,6125,412,Nov
711,13. Strings in C++  | Guaranteed Placement Course | Lecture 13,11/11/2020,514305,11408,659,Nov
712,"Roadmap to Off-campus Internship in 2nd Year 🔥 Google, Microsoft, Adobe etc",11/10/2020,763758,42958,1401,Nov
713,12. Stack & Heap | C++ Placement Course,11/10/2020,313080,9052,333,Nov
714,11. Pointers in C++ | Guaranteed Placement Course,11/9/2020,492489,12393,648,Nov
715,10. Character Arrays | C++ Placement Course,11/8/2020,328573,6680,545,Nov
716,"9.2 ""2D Array"" Challenges | Asked by Top MNC's | C++ Placement Course",11/7/2020,284442,6530,576,Nov
717,"How to be a 5 Star Coder | Wildcard to Google, Facebook and top MNC's",11/6/2020,797342,42169,1695,Nov
718,9.1 Two Dimensional Arrays | 2D Arrays | C++ Placement Course,11/5/2020,443655,8827,552,Nov
719,8.6 Subarrays - Challenges | Questions asked by Top MNC's | C++ Placement Course,11/2/2020,400052,7741,1205,Nov
720,8.5 Arrays - Q's asked by Top MNC's | C++ Placement Course,11/1/2020,514925,9983,1756,Nov
721,8.4 Array Challenges | C++ Placement Course,10/31/2020,701485,13221,1430,Oct
722,8.3.3 Insertion Sort | Sorting Algorithms | C++ Placement Course |,10/30/2020,653902,13255,550,Oct
723,8.3.2 Bubble Sort | Sorting in C++ | Guaranteed Placement Course,10/29/2020,635099,12971,498,Oct
724,8.3.1 Sorting in Arrays | Selection Sort |  C++ Placement Course,10/27/2020,841456,17033,1103,Oct
725,8.2 Searching in Arrays | Linear and Binary Search | C++ Placement Course |,10/26/2020,817296,15886,1165,Oct
726,8.1 Introduction to Arrays in C++ | Guaranteed Placement Course,10/25/2020,782336,17316,903,Oct
727,7.1 Time Complexity | C++ Placement Course,10/24/2020,671781,16387,811,Oct
728,6.3 Advanced Placement Questions on Functions | C++ Placement Course,10/23/2020,617423,9098,2205,Oct
729,6.2 Functions Challenges | C++ Guaranteed Course | Lecture 6.2,10/22/2020,635508,11428,902,Oct
730,6.1 Functions in C++ | Guaranteed Placement Course,10/21/2020,700925,15469,565,Oct
731,5.2 How to reverse a number | Check if a number is Prime or Armstrong | C++ Placement Course | # 5.2,10/20/2020,623695,12561,1067,Oct
732,VS Code Installation for C++ in Windows | Step by step process explanation,10/19/2020,2914777,42165,3401,Oct
733,5.1 Binary Number System | Guaranteed Placement Course | Lecture 5.1,10/18/2020,689873,17708,497,Oct
734,4.2 Advanced Pattern Questions in C++ | Guaranteed Placement Course | Lecture 4.2,10/17/2020,688586,13034,1176,Oct
735,4.1 Awesome Pattern Questions -1 | Guaranteed Placement Course,10/15/2020,1104753,21916,1297,Oct
736,3.3 Operators in C++ Programming | Guaranteed Placement Course | 3.3,10/14/2020,829413,18428,1017,Oct
737,3.2 Switch-Case statement in C++ Programming | Guaranteed Placement Course | Lecture 3.2,10/13/2020,647573,15481,620,Oct
738,3.1 Break and Continue statement in C++ Programming | Guaranteed Placement Course | Lecture 3.1,10/13/2020,809925,17245,935,Oct
739,2.4 Introduction to Loops in C++ programming | Guaranteed Placement Course | Lecture 2.4,10/12/2020,1014034,22059,1265,Oct
740,2.3 If/else statement in C++ programming | Data Structure and Algorithm Course | Lecture 2.3,10/11/2020,1113051,24237,1622,Oct
741,2.2 Input/Output in C++ | Data Structures and Algorithm Course in C++ | Lecture 2.2,10/11/2020,1312743,28463,1579,Oct
742,2.1 Data Types & Type Modifiers | Data Structures & Algorithms Course in C++ | Lecture 2.1,10/10/2020,2012503,46777,2646,Oct
743,1. Introduction to C++ | Data Structures and Algorithms | College Placement Course | Lecture 1,10/8/2020,7008406,153469,10323,Oct
744,NSUT College Review | All about NSUT | In-depth review by Aman Dhattarwal | vs DTU & IIITD?,9/23/2020,328117,13408,2319,Sep
745,DTU College Review | All about DTU | In Depth Review by Aman Dhattarwal,9/22/2020,656551,19784,2528,Sep
746,JAC Delhi Counselling 2020 | NSUT vs DTU vs IIIT Delhi vs IGDTUW | Branch Preference🔥 |,9/21/2020,295202,12198,2173,Sep
747,Watch this before buying Laptop | Best Budget Laptops and Performance Laptops for all students,8/14/2020,4239051,146977,9540,Aug
748,IAS at 23 | How to study for UPSC CSE during College? | UPSC CSE Rank 19 | ProInsights with Aman,8/11/2020,261308,14834,1323,Aug
749,"Is VIT Vellore Good? | All about VIT Vellore | Placements, Admission, Fees, Hostel & Mess",8/7/2020,1231508,33906,5829,Aug
750,IIT DELHI College Review | All about IIT Delhi,8/6/2020,1227929,40551,3877,Aug
751,India's Top 70 Engineering Colleges | College vs Branch 2020 | Placements and Cut-offs,8/6/2020,1621911,58723,5172,Aug
